from_node_token,from_node_Mood,from_node_Number,from_node_Person,from_node_Tense,from_node_VerbForm,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,to_node_Case,to_node_Gender,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,deprel,label,doc_id,from_node_Case,from_node_PronType,from_node_Reflex,from_node_NumType,from_node_Gender,to_node_NumType,to_node_Definite,to_node_Polarity
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d3456,,,,,,,,
jung.a.01,,,,,,jung,ADJ,ADJD,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,AttributeOf,de/p05/d3456,,,,,,,,
jung.a.01,,,,,,jung,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d3456,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d0904,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p05/d0904,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d0915,,,,,,,,
eifersüchtig.a.01,,,,,,eifersüchtig,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d0915,,,,,,,,
eifersüchtig.a.01,,,,,,eifersüchtig,ADJ,ADJD,sehr.r.01,,,,,,sehr,ADV,ADV,advmod,Degree,de/p05/d0915,,,,,,,,
pflücken.v.01,Ind,Sing,3,Past,Fin,pflücken,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p05/d0848,,,,,,,,
pflücken.v.01,Ind,Sing,3,Past,Fin,pflücken,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p05/d0848,,,,,,,,
pflücken.v.01,Ind,Sing,3,Past,Fin,pflücken,VERB,VVFIN,Blume.n.01,Acc,Fem,Plur,,,Blume,NOUN,NN,obj,Theme,de/p05/d0848,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p05/d0848,,,,,,,,
schrei.v.01,Ind,Sing,3,Past,Fin,schrei,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p87/d3401,,,,,,,,
schrei.v.01,Ind,Sing,3,Past,Fin,schrei,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p87/d3401,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p87/d3401,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p87/d2062,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p87/d2062,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Gabriel,PROPN,NE,Gabriel,,,,,,,,,,Name,de/p87/d0763,Nom,,,,Masc,,,
Autor.n.01,,Sing,,,,Autor,NOUN,NN,female.n.02,Nom,Masc,Sing,,,Gabriel,PROPN,NE,nsubj,Theme,de/p87/d0763,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p87/d1712,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p87/d1712,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Yokohama,PROPN,NE,Yokohama,,,,,,,,,,Name,de/p87/d2859,Acc,,,,Neut,,,
anlaufen.v.01,,,,,Inf,anlaufen,VERB,VVINF,Schiff.n.01,Nom,Neut,Sing,,,Schiff,NOUN,NN,nsubj,Theme,de/p87/d2859,,,,,,,,
anlaufen.v.01,,,,,Inf,anlaufen,VERB,VVINF,time.n.08,,,,,,,,,,Time,de/p87/d2859,,,,,,,,
wiegeln_auf.v.01,Ind,Sing,3,Past,Fin,wiegeln,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p87/d1902,,,,,,,,
wiegeln_auf.v.01,Ind,Sing,3,Past,Fin,wiegeln,VERB,VVFIN,Politiker.n.01,Nom,Masc,Sing,,,Politiker,NOUN,NN,nsubj,Theme,de/p87/d1902,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p87/d1902,,,,,,,,
female.n.02,,Sing,,,,Peking,PROPN,NE,Peking,,,,,,,,,,Name,de/p87/d0760,Dat,,,,Neut,,,
erben.v.01,Ind,Sing,3,Past,Fin,erben,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p87/d0863,,,,,,,,
erben.v.01,Ind,Sing,3,Past,Fin,erben,VERB,VVFIN,Vater.n.01,Dat,Masc,Sing,,,Vater,NOUN,NN,obl,Theme,de/p87/d0863,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p87/d0863,,,,,,,,
sitzen.v.01,Ind,Sing,3,Pres,Fin,sitzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p87/d0878,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p87/d0878,,,,,,,,
Fußballer.n.01,,Sing,,,,Fußballer,NOUN,NN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Theme,de/p87/d2386,Nom,,,,Masc,,,
erstechen.v.01,,,,,Part,erstechen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Tom,PROPN,NE,nsubj:pass,Time,de/p87/d2314,,,,,,,,
entlassen.v.01,,,,,Part,entlassen,VERB,VVPP,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p87/d3010,,,,,,,,
entlassen.v.01,,,,,Part,entlassen,VERB,VVPP,Zimmermädchen.n.01,Acc,Neut,Sing,,,Zimmermädchen,NOUN,NN,obj,Theme,de/p87/d3010,,,,,,,,
entlassen.v.01,,,,,Part,entlassen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p87/d3010,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p87/d2251,,,,,,,,
heiß.a.01,,,,,,heiß,ADJ,ADJD,Ofen.n.01,Nom,Masc,Sing,,,Ofen,NOUN,NN,nsubj,AttributeOf,de/p87/d2251,,,,,,,,
heiß.a.01,,,,,,heiß,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p87/d2251,,,,,,,,
stecken.v.01,Ind,Sing,3,Pres,Fin,stecken,VERB,VVFIN,Zwickmühle.n.01,Dat,Fem,Sing,,,Zwickmühle,NOUN,NN,obl,Theme,de/p87/d3109,,,,,,,,
warm.a.01,,,,,,warm,ADJ,ADJD,Zimmer.n.01,Nom,Neut,Sing,,,Zimmer,NOUN,NN,nsubj,AttributeOf,de/p99/d0911,,,,,,,,
warm.a.01,,,,,,warm,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p99/d0911,,,,,,,,
heben_auf.v.01,Ind,Sing,3,Past,Fin,heben,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p99/d3430,,,,,,,,
heben_auf.v.01,Ind,Sing,3,Past,Fin,heben,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p99/d3430,,,,,,,,
heben_auf.v.01,Ind,Sing,3,Past,Fin,heben,VERB,VVFIN,Stein.n.01,Acc,Masc,Sing,,,Stein,NOUN,NN,obj,Theme,de/p99/d3430,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p99/d3430,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p99/d2451,,,,,,,,
female.n.02,,Sing,,,,Stephen,PROPN,NE,Stephen,,,,,,,,,,Name,de/p99/d0716,Nom,,,,Masc,,,
Physiker.n.01,,Sing,,,,Physiker,NOUN,NN,female.n.02,Nom,Masc,Sing,,,Stephen,PROPN,NE,nsubj,Theme,de/p99/d0716,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p99/d1919,,,,,,,,
dick.n.02,,,,,,dick,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p99/d1919,,,,,,,,
alt.a.01,,,,,,alt,ADJ,ADJD,Sohn.n.01,Nom,Masc,Sing,,,Sohn,NOUN,NN,nsubj,AttributeOf,de/p99/d2795,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p99/d2323,,,,,,,,
eifersüchtig.a.01,,,,,,eifersüchtig,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p99/d2323,,,,,,,,
grunzen.v.01,Ind,Sing,3,Pres,Fin,grunzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p99/d3115,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p99/d3115,,,,,,,,
heuern_an.v.01,Ind,Sing,3,Past,Fin,heuern,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p99/d2811,,,,,,,,
begrapschen.v.01,,,,,Part,begrapschen,VERB,VVPP,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p99/d1859,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p99/d2784,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p99/d2784,Nom,Prs,,,,,,
besitzen.v.01,Ind,Plur,3,Past,Fin,besitzen,VERB,VVFIN,Automobile.n.01,Acc,Neut,Plur,,,Automobile,NOUN,NN,obj,Theme,de/p99/d1480,,,,,,,,
schern.v.01,Ind,Plur,3,Past,Fin,schern,VERB,VVFIN,person.n.01,Nom,,Plur,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p99/d1738,,,,,,,,
schern.v.01,Ind,Plur,3,Past,Fin,schern,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p99/d1738,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p99/d1738,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p99/d3505,,,,,,,,
besetzen.a.01,,,,,Part,besetzen,ADJ,VVPP,Nummer.n.01,Nom,Fem,Sing,,,Nummer,NOUN,NN,nsubj,AttributeOf,de/p99/d3505,,,,,,,,
besetzen.a.01,,,,,Part,besetzen,ADJ,VVPP,time.n.08,,,,,,,,,,Time,de/p99/d3505,,,,,,,,
Freund.n.01,,Sing,,,,Freund,NOUN,NN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Theme,de/p99/d0879,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d2379,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d2635,,,,,,,,
legen_an.v.01,Ind,Sing,3,Past,Fin,legen,VERB,VVFIN,Schürz.n.01,Acc,Neut,Sing,,,Schürz,NOUN,NN,obj,Theme,de/p09/d1697,,,,,,,,
female.n.02,,Sing,,,,Mont,PROPN,NE,Mont,,,,,,,,,,Name,de/p09/d3199,Acc,,,,Masc,,,
bezwingen.v.01,,,,,Part,bezwingen,VERB,VVPP,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p09/d3199,,,,,,,,
bezwingen.v.01,,,,,Part,bezwingen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p09/d3199,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d2183,,,,,,,,
erpressen.v.01,,,,,Part,erpressen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p09/d2183,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d2518,,,,,,,,
bestellen.v.01,,,,,Part,bestellen,VERB,VVPP,Pizza.n.01,Acc,Fem,Sing,,,Pizza,NOUN,NN,obj,Theme,de/p09/d2518,,,,,,,,
bezahlen.v.01,Ind,Sing,3,Past,Fin,bezahlen,VERB,VVFIN,Rechnung.n.01,Acc,Fem,Sing,,,Rechnung,NOUN,NN,obj,Theme,de/p09/d3272,,,,,,,,
sinken.v.01,Ind,Plur,3,Past,Fin,sinken,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d2733,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p09/d2733,,,,,,,,
essen.v.01,,,,,Part,essen,VERB,VVPP,person.n.01,Nom,,Plur,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p09/d2373,,,,,,,,
essen.v.01,,,,,Part,essen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p09/d2373,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d2575,,,,,,,,
allergisch.a.01,,,,,,allergisch,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p09/d2575,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d3360,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d1910,,,,,,,,
kaufen.v.01,,,,,Part,kaufen,VERB,VVPP,Rückfahrkarte.n.01,Acc,Fem,Sing,,,Rückfahrkarte,NOUN,NN,obj,Theme,de/p09/d1910,,,,,,,,
lächeln_an.v.01,Ind,Sing,3,Past,Fin,lächeln,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p09/d3436,,,,,,,,
lächeln_an.v.01,Ind,Sing,3,Past,Fin,lächeln,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d3436,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p09/d3436,,,,,,,,
klopfen.v.01,Ind,Sing,3,Pres,Fin,klopfen,VERB,VVFIN,jemand.n.01,Nom,,Sing,,Ind,jemand,PRON,PIS,nsubj,Agent,de/p09/d1521,,,,,,,Ind,
klopfen.v.01,Ind,Sing,3,Pres,Fin,klopfen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d1521,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d1521,,,,,,,,
vertiefen.a.01,,,,,,vertiefen,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p09/d3337,,,,,,,,
lachen.v.01,Ind,Plur,3,Past,Fin,lachen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d2929,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p09/d2929,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d2639,,,,,,,,
verstehen.v.01,Ind,Sing,3,Past,Fin,verstehen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d1371,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p09/d1371,,,,,,,,
female.n.02,,Sing,,,,Wagner,PROPN,NE,Wagner,,,,,,,,,,Name,de/p09/d1371,Nom,,,,Masc,,,
Immobilienmaklerin.n.01,,Sing,,,,Immobilienmaklerin,NOUN,NN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Theme,de/p09/d2447,Nom,,,,Fem,,,
küssen.v.01,Ind,Sing,3,Past,Fin,küssen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p09/d2905,,,,,,,,
küssen.v.01,Ind,Sing,3,Past,Fin,küssen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d2905,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p09/d2905,,,,,,,,
rauchen.v.01,Ind,Sing,3,Pres,Fin,rauchen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p09/d0839,,,,,,,,
rauchen.v.01,Ind,Sing,3,Pres,Fin,rauchen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p09/d0839,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p09/d0839,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p46/d2090,Acc,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d2934,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p46/d2934,Nom,Prs,,,,,,
person.n.01,,Sing,1,,,du,PRON,PPER,speaker,,,,,,,,,,EQU,de/p46/d2688,Nom,Prs,,,,,,
gehen.v.01,,,,,Part,gehen,VERB,VVPP,wer.n.01,Dat,,Sing,,Int,wer,PRON,PWS,obl,Time,de/p46/d2688,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d3411,,,,,,,,
groß.a.01,,,,,,groß,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p46/d3411,,,,,,,,
groß.a.01,,,,,,groß,ADJ,ADJD,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,AttributeOf,de/p46/d3411,,,,,,,,
groß.a.01,,,,,,groß,ADJ,ADJD,sehr.r.01,,,,,,sehr,ADV,ADV,advmod,Degree,de/p46/d3411,,,,,,,,
kaufen.v.01,Ind,Sing,3,Past,Fin,kaufen,VERB,VVFIN,Mikroskop.n.01,Acc,Neut,Sing,,,Mikroskop,NOUN,NN,obj,Theme,de/p46/d1479,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d2478,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p46/d2478,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Metin,PROPN,NE,Metin,,,,,,,,,,Name,de/p46/d0712,Dat,,,,Masc,,,
female.n.02,,Sing,,,,Ibrahim,PROPN,NE,Ibrahim,,,,,,,,,,Name,de/p46/d0712,Nom,,,,Masc,,,
ermorden.v.01,,,,,Part,ermorden,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p46/d0712,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d2041,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p46/d2041,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d3064,,,,,,,,
verkaufen.v.01,Ind,Sing,1,Pres,Fin,verkaufen,VERB,VVFIN,person.n.01,Dat,,Plur,3,Prs,Sie|sie,PRON,PPER,iobj,Time,de/p46/d3064,,,,,,,,
spinnen.v.01,Ind,Sing,3,Pres,Fin,spinnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p46/d2370,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d2370,,,,,,,,
sprechen.v.01,Ind,Sing,3,Pres,Fin,sprechen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p46/d2924,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d2924,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p46/d3151,,,,,,,,
kochen.v.01,,,,,Part,kochen,VERB,VVPP,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p37/d2087,,,,,,,,
kochen.v.01,,,,,Part,kochen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p37/d2087,,,,,,,,
ausbrechen.a.01,,,,,Part,ausbrechen,ADJ,VVPP,time.n.08,,,,,,,,,,Time,de/p37/d2722,,,,,,,,
female.n.02,,Sing,,,,Hokkaidō,PROPN,NE,Hokkaidō,,,,,,,,,,Name,de/p37/d3422,Dat,,,,Neut,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p37/d3422,,,,,,,,
breit.a.01,,,,,,breit,ADJ,ADJD,Straße.n.01,Nom,Fem,Plur,,,Straße,NOUN,NN,nsubj,AttributeOf,de/p37/d3422,,,,,,,,
breit.a.01,,,,,,breit,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p37/d3422,,,,,,,,
reparieren.v.01,Ind,Sing,3,Past,Fin,reparieren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p37/d1913,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p37/d1913,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p37/d1913,Dat,Prs,,,,,,
lachen.v.01,Ind,Plur,3,Past,Fin,lachen,VERB,VVFIN,alle.n.01,Nom,,Plur,,Ind,alle,PRON,PIS,nsubj,Agent,de/p37/d0776,,,,,,,Ind,
lachen.v.01,Ind,Plur,3,Past,Fin,lachen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p37/d0776,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p37/d0776,,,,,,,,
Lehrerin.n.01,,Sing,,,,Lehrerin,NOUN,NN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Theme,de/p37/d1549,Nom,,,,Fem,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p37/d2270,Nom,Prs,,,,,,
treten.v.01,Ind,Sing,3,Past,Fin,treten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p37/d1309,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p37/d1309,,,,,,,,
female.n.02,,Sing,,,,Friedrichs,PROPN,NE,Friedrichs,,,,,,,,,,Name,de/p37/d1309,Dat,,,,Masc,,,
gekneffen.v.01,,,,,Part,gekneffen,VERB,VVPP,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p37/d2995,,,,,,,,
gekneffen.v.01,,,,,Part,gekneffen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p37/d2995,,,,,,,,
überfahren.v.01,,,,,Part,überfahren,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Tom,PROPN,NE,nsubj:pass,Time,de/p37/d1888,,,,,,,,
female.n.02,,Sing,,,,Tarō,PROPN,NE,Tarō,,,,,,,,,,Name,de/p37/d2947,Nom,,,,Masc,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p37/d1921,Dat,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p37/d0816,,,,,,,,
haben.v.01,Ind,Sing,1,Pres,Fin,haben,VERB,VAFIN,Buch.n.01,Acc,Neut,Plur,,,Buch,NOUN,NN,obj,Theme,de/p37/d0816,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p37/d0816,Nom,Prs,,,,,,
Buch.n.01,,Plur,,,,Buch,NOUN,NN,zehn.n.01,,,,,,zehn,NUM,CARD,nummod,Quantity,de/p37/d0816,Acc,,,,Neut,Card,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p37/d1738,,,,,,,,
töten.v.01,,,,,Part,töten,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Bill,PROPN,NE,nsubj:pass,Time,de/p37/d3505,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p37/d1770,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p37/d1770,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d2514,,,,,,,,
hängen.v.01,Ind,Sing,3,Past,Fin,hängen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p04/d2286,,,,,,,,
hängen.v.01,Ind,Sing,3,Past,Fin,hängen,VERB,VVFIN,Leine.n.01,Acc,Fem,Sing,,,Leine,NOUN,NN,obl,Theme,de/p04/d2286,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p04/d2286,,,,,,,,
essen.v.01,Ind,Sing,3,Pres,Fin,essen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p04/d1593,,,,,,,,
essen.v.01,Ind,Sing,3,Pres,Fin,essen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p04/d1593,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d1593,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d3414,,,,,,,,
weggerannt.a.01,,,,,,weggerannt,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p04/d3414,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d0897,,,,,,,,
verlieben.a.01,,,,,,verlieben,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p04/d0897,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,time.n.08,,,,,,,,,,Time,de/p04/d2124,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,Arsch.n.01,Acc,Masc,Sing,,,Arsch,NOUN,NN,obj,Theme,de/p04/d2124,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d2124,,,,,,,,
Arsch.n.01,,Sing,,,,Arsch,NOUN,NN,groß.a.01,Acc,Masc,Sing,,,groß,ADJ,ADJA,amod,Attribute,de/p04/d2124,Acc,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d2376,,,,,,,,
sehen.v.01,,,,,Part,sehen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p04/d2064,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d0843,,,,,,,,
alt.a.01,,,,,,alt,ADJ,ADJD,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,AttributeOf,de/p04/d0843,,,,,,,,
alt.a.01,,,,,,alt,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p04/d0843,,,,,,,,
zeigen.v.01,Ind,Sing,3,Past,Fin,zeigen,VERB,VVFIN,Bild.n.01,Acc,Neut,Sing,,,Bild,NOUN,NN,obj,Theme,de/p04/d1883,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p04/d1883,Acc,Prs,,,,,,
female.n.02,,Sing,,,,Maria,PROPN,NE,Maria,,,,,,,,,,Name,de/p04/d1883,Dat,,,,Fem,,,
female.n.02,,Sing,,,,Heinrich,PROPN,NE,Heinrich,,,,,,,,,,Name,de/p04/d3462,Nom,,,,Masc,,,
Zauberer.n.01,,Sing,,,,Zauberer,NOUN,NN,female.n.02,Nom,Masc,Sing,,,Heinrich,PROPN,NE,nsubj,Theme,de/p04/d3462,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d2303,,,,,,,,
wollen.v.01,Ind,Sing,1,Pres,Fin,wollen,VERB,VMFIN,Hundewelpe.n.01,Acc,Masc,Sing,,,Hundewelpe,NOUN,NN,obj,Theme,de/p04/d2303,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p04/d2303,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p04/d2285,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p04/d2285,Nom,Prs,,,,,,
spielen.v.01,Ind,Sing,3,Pres,Fin,spielen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p04/d0837,,,,,,,,
