from_node_token,to_node_token,deprel,label,doc_id,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Gender,from_node_Tense,from_node_Mood,from_node_Person,from_node_PronType,to_node_PronType,to_node_Person,from_node_NumType,to_node_NumType
female.n.02,Jack,,Name,it/p15/d3066,,Jack,PROPN,SP,,,,,,,,,,,,,,,
ridere.v.01,tutto.n.01,nsubj,Agent,it/p15/d2380,Plur,ridere,VERB,V,Fin,Masc,Plur,tutto,PRON,PI,,Pres,Ind,3,,Ind,,,
ridere.v.01,time.n.08,,Time,it/p15/d2380,Plur,ridere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p15/d2380,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p15/d2086,,Tom,PROPN,SP,,,,,,,,,,,,,,,
segnare.v.01,female.n.02,nsubj,Agent,it/p15/d2086,Sing,segnare,VERB,V,Part,,,Tom,PROPN,SP,Masc,Past,,,,,,,
segnare.v.01,time.n.08,,Time,it/p15/d2086,Sing,segnare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
segnare.v.01,goal.n.04,obj,Theme,it/p15/d2086,Sing,segnare,VERB,V,Part,Masc,,goal,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p15/d2086,,,,,,,,,,,,,,,,,,,
female.n.02,time.n.08,,Time,it/p15/d3382,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p15/d3221,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p15/d0816,,,,,,,,,,,,,,,,,,,
famoso.a.01,sorella.n.01,nsubj,AttributeOf,it/p15/d0816,Sing,famoso,ADJ,A,,Fem,Sing,sorella,NOUN,S,Fem,,,,,,,,
famoso.a.01,time.n.08,,Time,it/p15/d0816,Sing,famoso,ADJ,A,,,,,,,Fem,,,,,,,,
profondo.a.01,stagno.n.01,nsubj,AttributeOf,it/p15/d2456,Sing,profondo,ADJ,A,,Masc,Sing,stagno,NOUN,S,Masc,,,,,,,,
congelare.v.01,time.n.08,,Time,it/p15/d2508,Sing,congelare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,EQU,it/p29/d2716,,,,,,,,,,,,,,,,,,,
solitario.a.01,ragazzo.n.01,nsubj,AttributeOf,it/p29/d2716,Sing,solitario,ADJ,A,,Fem,Sing,ragazzo,NOUN,S,Fem,,,,,,,,
solitario.a.01,time.n.08,,Time,it/p29/d2716,Sing,solitario,ADJ,A,,,,,,,Fem,,,,,,,,
sbocciare.v.01,time.n.08,,Time,it/p29/d2515,Sing,sbocciare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,TPR,it/p29/d2515,,,,,,,,,,,,,,,,,,,
chi.n.01,time.n.08,,Time,it/p29/d1394,,chi,PRON,PQ,,,,,,,,,,,Int,,,,
time.n.08,now,,EQU,it/p29/d1394,,,,,,,,,,,,,,,,,,,
female.n.02,Antonia,,Name,it/p29/d1394,,Antonia,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Millie,,Name,it/p29/d1763,,Millie,PROPN,SP,,,,,,,,,,,,,,,
amare.v.01,time.n.08,,Time,it/p29/d1763,Sing,amare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p29/d1763,,,,,,,,,,,,,,,,,,,
ululare.v.01,time.n.08,,Time,it/p29/d3377,Sing,ululare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p29/d3377,,,,,,,,,,,,,,,,,,,
female.n.02,Mary,,Name,it/p29/d2938,,Mary,PROPN,SP,,,,,,,,,,,,,,,
fumare.v.01,female.n.02,nsubj,Agent,it/p29/d2938,Sing,fumare,VERB,V,Part,,,Mary,PROPN,SP,Masc,Past,,,,,,,
fumare.v.01,time.n.08,,Time,it/p29/d2938,Sing,fumare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p29/d2938,,,,,,,,,,,,,,,,,,,
avere.v.01,abitante.n.01,obj,Theme,it/p29/d1389,Sing,avere,VERB,V,Fin,,Plur,abitante,NOUN,S,,Pres,Ind,3,,,,,
piacere.v.01,time.n.08,,Time,it/p29/d2967,Plur,piacere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p29/d2967,,,,,,,,,,,,,,,,,,,
gentile.a.01,time.n.08,,Time,it/p76/d2264,Sing,gentile,ADJ,A,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p76/d2329,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
tenere.v.01,person.n.01,nsubj,Agent,it/p76/d2329,Sing,tenere,VERB,V,Fin,,Sing,io,PRON,PE,,Pres,Ind,1,,Prs,1,,
tenere.v.01,time.n.08,,Time,it/p76/d2329,Sing,tenere,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
tenere.v.01,diario.n.01,obj,Theme,it/p76/d2329,Sing,tenere,VERB,V,Fin,Masc,Sing,diario,NOUN,S,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p76/d2329,,,,,,,,,,,,,,,,,,,
inseguire.v.01,time.n.08,,Time,it/p76/d2001,Sing,inseguire,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
inseguire.v.01,cane.n.01,nsubj,Theme,it/p76/d2001,Sing,inseguire,VERB,V,Fin,Masc,Sing,cane,NOUN,S,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p76/d2001,,,,,,,,,,,,,,,,,,,
female.n.02,Edison,,Name,it/p76/d0802,,Edison,PROPN,SP,,,,,,,,,,,,,,,
inventare.v.01,female.n.02,nsubj,Agent,it/p76/d0802,Sing,inventare,VERB,V,Part,,,Edison,PROPN,SP,Masc,Past,,,,,,,
inventare.v.01,time.n.08,,Time,it/p76/d0802,Sing,inventare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p76/d0802,,,,,,,,,,,,,,,,,,,
approvare.v.01,female.n.02,nsubj,Agent,it/p76/d0848,Sing,approvare,VERB,V,Fin,Fem,Sing,lei,PRON,PE,,Past,Ind,3,,Prs,3,,
time.n.08,now,,EQU,it/p56/d3412,,,,,,,,,,,,,,,,,,,
vago.a.01,time.n.08,,Time,it/p56/d3412,Sing,vago,ADJ,A,,,,,,,Masc,,,,,,,,
person.n.01,speaker,,EQU,it/p56/d0912,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
capire.v.01,time.n.08,,Time,it/p56/d0912,Sing,capire,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p56/d0912,,,,,,,,,,,,,,,,,,,
divertire.v.01,time.n.08,,Time,it/p56/d3328,Plur,divertire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,EQU,it/p56/d3093,,,,,,,,,,,,,,,,,,,
strano.a.01,time.n.08,,Time,it/p56/d3093,Sing,strano,ADJ,A,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p56/d1641,,,,,,,,,,,,,,,,,,,
rosso.a.01,time.n.08,,Time,it/p56/d1641,Sing,rosso,ADJ,A,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p56/d2288,,,,,,,,,,,,,,,,,,,
soffiando.v.01,est.n.01,obl,Theme,it/p56/d2288,,soffiando,VERB,V,Ger,Masc,Sing,est,NOUN,S,,,,,,,,,
soffiando.v.01,time.n.08,,Time,it/p56/d2288,,soffiando,VERB,V,Ger,,,,,,,,,,,,,,
cognato.n.01,time.n.08,,Time,it/p56/d1947,Sing,cognato,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p56/d1947,,,,,,,,,,,,,,,,,,,
allenare.v.01,time.n.08,,Time,it/p56/d1660,Sing,allenare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p56/d1660,,,,,,,,,,,,,,,,,,,
